,case_date,charges_f,charges_m,ucr,offense_type,charges_fm
559,2009-04-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
560,2009-05-01,0.0,37,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,37.0
561,2009-05-01,206.0,790,{'charge_slug': '54-retail-theft'},retail theft,996.0
562,2009-05-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
563,2009-05-01,83.0,260,{'charge_slug': '58-theft-from-building'},theft from building,343.0
564,2009-05-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
565,2009-06-01,249.0,905,{'charge_slug': '54-retail-theft'},retail theft,1154.0
566,2009-06-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
567,2009-06-01,2.0,47,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,49.0
568,2009-06-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
569,2009-06-01,70.0,281,{'charge_slug': '58-theft-from-building'},theft from building,351.0
570,2009-07-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
571,2009-07-01,0.0,73,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,73.0
572,2009-07-01,245.0,929,{'charge_slug': '54-retail-theft'},retail theft,1174.0
573,2009-07-01,69.0,317,{'charge_slug': '58-theft-from-building'},theft from building,386.0
574,2009-07-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
575,2009-08-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
576,2009-08-01,79.0,281,{'charge_slug': '58-theft-from-building'},theft from building,360.0
577,2009-08-01,277.0,839,{'charge_slug': '54-retail-theft'},retail theft,1116.0
578,2009-08-01,0.0,54,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,54.0
579,2009-08-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
580,2009-09-01,0.0,61,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,61.0
581,2009-09-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
582,2009-09-01,257.0,812,{'charge_slug': '54-retail-theft'},retail theft,1069.0
583,2009-09-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
584,2009-09-01,83.0,331,{'charge_slug': '58-theft-from-building'},theft from building,414.0
585,2009-10-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
586,2009-10-01,0.0,53,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,53.0
587,2009-10-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
588,2009-10-01,70.0,274,{'charge_slug': '58-theft-from-building'},theft from building,344.0
589,2009-10-01,289.0,868,{'charge_slug': '54-retail-theft'},retail theft,1157.0
590,2009-11-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
591,2009-11-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
592,2009-11-01,0.0,62,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,62.0
593,2009-11-01,85.0,218,{'charge_slug': '58-theft-from-building'},theft from building,303.0
594,2009-11-01,263.0,754,{'charge_slug': '54-retail-theft'},retail theft,1017.0
595,2009-12-01,99.0,293,{'charge_slug': '58-theft-from-building'},theft from building,392.0
596,2009-12-01,293.0,1135,{'charge_slug': '54-retail-theft'},retail theft,1428.0
597,2009-12-01,1.0,57,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,58.0
598,2009-12-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
599,2009-12-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
600,2010-01-01,0.0,34,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,34.0
601,2010-01-01,64.0,250,{'charge_slug': '58-theft-from-building'},theft from building,314.0
602,2010-01-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
603,2010-01-01,2.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,3.0
604,2010-01-01,244.0,661,{'charge_slug': '54-retail-theft'},retail theft,905.0
605,2010-02-01,0.0,42,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,42.0
606,2010-02-01,219.0,581,{'charge_slug': '54-retail-theft'},retail theft,800.0
607,2010-02-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
608,2010-02-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
609,2010-02-01,76.0,175,{'charge_slug': '58-theft-from-building'},theft from building,251.0
610,2010-03-01,0.0,51,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,51.0
611,2010-03-01,1.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
612,2010-03-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
613,2010-03-01,286.0,688,{'charge_slug': '54-retail-theft'},retail theft,974.0
614,2010-03-01,104.0,222,{'charge_slug': '58-theft-from-building'},theft from building,326.0
615,2010-04-01,214.0,724,{'charge_slug': '54-retail-theft'},retail theft,938.0
616,2010-04-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
617,2010-04-01,0.0,45,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,45.0
618,2010-04-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
619,2010-04-01,73.0,227,{'charge_slug': '58-theft-from-building'},theft from building,300.0
620,2010-05-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
621,2010-05-01,67.0,224,{'charge_slug': '58-theft-from-building'},theft from building,291.0
622,2010-05-01,235.0,654,{'charge_slug': '54-retail-theft'},retail theft,889.0
623,2010-05-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
624,2010-05-01,0.0,59,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,59.0
625,2010-06-01,96.0,267,{'charge_slug': '58-theft-from-building'},theft from building,363.0
626,2010-06-01,0.0,82,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,82.0
627,2010-06-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
628,2010-06-01,247.0,710,{'charge_slug': '54-retail-theft'},retail theft,957.0
629,2010-06-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
630,2010-07-01,0.0,66,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,66.0
631,2010-07-01,116.0,276,{'charge_slug': '58-theft-from-building'},theft from building,392.0
632,2010-07-01,0.0,2,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,2.0
633,2010-07-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
634,2010-07-01,177.0,678,{'charge_slug': '54-retail-theft'},retail theft,855.0
635,2010-08-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
636,2010-08-01,59.0,239,{'charge_slug': '58-theft-from-building'},theft from building,298.0
637,2010-08-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
638,2010-08-01,200.0,621,{'charge_slug': '54-retail-theft'},retail theft,821.0
639,2010-08-01,0.0,58,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,58.0
640,2010-09-01,1.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
641,2010-09-01,0.0,71,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,71.0
642,2010-09-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
643,2010-09-01,205.0,660,{'charge_slug': '54-retail-theft'},retail theft,865.0
644,2010-09-01,75.0,243,{'charge_slug': '58-theft-from-building'},theft from building,318.0
645,2010-10-01,216.0,558,{'charge_slug': '54-retail-theft'},retail theft,774.0
646,2010-10-01,2.0,51,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,53.0
647,2010-10-01,87.0,195,{'charge_slug': '58-theft-from-building'},theft from building,282.0
648,2010-10-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
649,2010-10-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
650,2010-11-01,156.0,599,{'charge_slug': '54-retail-theft'},retail theft,755.0
651,2010-11-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
652,2010-11-01,55.0,206,{'charge_slug': '58-theft-from-building'},theft from building,261.0
653,2010-11-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
654,2010-11-01,0.0,51,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,51.0
655,2010-12-01,74.0,194,{'charge_slug': '58-theft-from-building'},theft from building,268.0
656,2010-12-01,195.0,699,{'charge_slug': '54-retail-theft'},retail theft,894.0
657,2010-12-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
658,2010-12-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
659,2010-12-01,0.0,39,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,39.0
660,2011-01-01,0.0,37,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,37.0
661,2011-01-01,158.0,618,{'charge_slug': '54-retail-theft'},retail theft,776.0
662,2011-01-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
663,2011-01-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
664,2011-01-01,56.0,194,{'charge_slug': '58-theft-from-building'},theft from building,250.0
665,2011-02-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
666,2011-02-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
667,2011-02-01,63.0,147,{'charge_slug': '58-theft-from-building'},theft from building,210.0
668,2011-02-01,0.0,31,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,31.0
669,2011-02-01,129.0,441,{'charge_slug': '54-retail-theft'},retail theft,570.0
670,2011-03-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
671,2011-03-01,0.0,37,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,37.0
672,2011-03-01,0.0,4,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,4.0
673,2011-03-01,153.0,604,{'charge_slug': '54-retail-theft'},retail theft,757.0
674,2011-03-01,74.0,220,{'charge_slug': '58-theft-from-building'},theft from building,294.0
675,2011-04-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
676,2011-04-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
677,2011-04-01,49.0,186,{'charge_slug': '58-theft-from-building'},theft from building,235.0
678,2011-04-01,0.0,47,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,47.0
679,2011-04-01,179.0,559,{'charge_slug': '54-retail-theft'},retail theft,738.0
680,2011-05-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
681,2011-05-01,0.0,68,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,68.0
682,2011-05-01,72.0,268,{'charge_slug': '58-theft-from-building'},theft from building,340.0
683,2011-05-01,179.0,619,{'charge_slug': '54-retail-theft'},retail theft,798.0
684,2011-05-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
685,2011-06-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
686,2011-06-01,86.0,277,{'charge_slug': '58-theft-from-building'},theft from building,363.0
687,2011-06-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
688,2011-06-01,0.0,61,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,61.0
689,2011-06-01,199.0,768,{'charge_slug': '54-retail-theft'},retail theft,967.0
690,2011-07-01,168.0,649,{'charge_slug': '54-retail-theft'},retail theft,817.0
691,2011-07-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
692,2011-07-01,68.0,226,{'charge_slug': '58-theft-from-building'},theft from building,294.0
693,2011-07-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
694,2011-07-01,0.0,58,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,58.0
695,2011-08-01,226.0,680,{'charge_slug': '54-retail-theft'},retail theft,906.0
696,2011-08-01,0.0,86,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,86.0
697,2011-08-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
698,2011-08-01,96.0,316,{'charge_slug': '58-theft-from-building'},theft from building,412.0
699,2011-08-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
700,2011-09-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
701,2011-09-01,218.0,646,{'charge_slug': '54-retail-theft'},retail theft,864.0
702,2011-09-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
703,2011-09-01,90.0,244,{'charge_slug': '58-theft-from-building'},theft from building,334.0
704,2011-09-01,0.0,56,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,56.0
705,2011-10-01,0.0,68,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,68.0
706,2011-10-01,60.0,224,{'charge_slug': '58-theft-from-building'},theft from building,284.0
707,2011-10-01,206.0,600,{'charge_slug': '54-retail-theft'},retail theft,806.0
708,2011-10-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
709,2011-10-01,1.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
710,2011-11-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
711,2011-11-01,75.0,206,{'charge_slug': '58-theft-from-building'},theft from building,281.0
712,2011-11-01,0.0,49,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,49.0
713,2011-11-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
714,2011-11-01,212.0,605,{'charge_slug': '54-retail-theft'},retail theft,817.0
715,2011-12-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
716,2011-12-01,232.0,758,{'charge_slug': '54-retail-theft'},retail theft,990.0
717,2011-12-01,1.0,54,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,55.0
718,2011-12-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
719,2011-12-01,84.0,229,{'charge_slug': '58-theft-from-building'},theft from building,313.0
720,2012-01-01,78.0,201,{'charge_slug': '58-theft-from-building'},theft from building,279.0
721,2012-01-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
722,2012-01-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
723,2012-01-01,1.0,49,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,50.0
724,2012-01-01,227.0,618,{'charge_slug': '54-retail-theft'},retail theft,845.0
725,2012-02-01,209.0,504,{'charge_slug': '54-retail-theft'},retail theft,713.0
726,2012-02-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
727,2012-02-01,0.0,50,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,50.0
728,2012-02-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
729,2012-02-01,83.0,172,{'charge_slug': '58-theft-from-building'},theft from building,255.0
730,2012-03-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
731,2012-03-01,68.0,211,{'charge_slug': '58-theft-from-building'},theft from building,279.0
732,2012-03-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
733,2012-03-01,0.0,27,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,27.0
734,2012-03-01,215.0,601,{'charge_slug': '54-retail-theft'},retail theft,816.0
735,2012-04-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
736,2012-04-01,213.0,593,{'charge_slug': '54-retail-theft'},retail theft,806.0
737,2012-04-01,0.0,57,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,57.0
738,2012-04-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
739,2012-04-01,87.0,202,{'charge_slug': '58-theft-from-building'},theft from building,289.0
740,2012-05-01,95.0,229,{'charge_slug': '58-theft-from-building'},theft from building,324.0
741,2012-05-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
742,2012-05-01,1.0,46,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,47.0
743,2012-05-01,208.0,573,{'charge_slug': '54-retail-theft'},retail theft,781.0
744,2012-05-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
745,2012-06-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
746,2012-06-01,1.0,43,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,44.0
747,2012-06-01,78.0,249,{'charge_slug': '58-theft-from-building'},theft from building,327.0
748,2012-06-01,0.0,2,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,2.0
749,2012-06-01,226.0,566,{'charge_slug': '54-retail-theft'},retail theft,792.0
750,2012-07-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
751,2012-07-01,191.0,612,{'charge_slug': '54-retail-theft'},retail theft,803.0
752,2012-07-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
753,2012-07-01,67.0,230,{'charge_slug': '58-theft-from-building'},theft from building,297.0
754,2012-07-01,0.0,43,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,43.0
755,2012-08-01,98.0,287,{'charge_slug': '58-theft-from-building'},theft from building,385.0
756,2012-08-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
757,2012-08-01,218.0,681,{'charge_slug': '54-retail-theft'},retail theft,899.0
758,2012-08-01,1.0,71,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,72.0
759,2012-08-01,7.0,2,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,9.0
760,2012-09-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
761,2012-09-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
762,2012-09-01,101.0,243,{'charge_slug': '58-theft-from-building'},theft from building,344.0
763,2012-09-01,207.0,587,{'charge_slug': '54-retail-theft'},retail theft,794.0
764,2012-09-01,1.0,55,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,56.0
765,2012-10-01,120.0,243,{'charge_slug': '58-theft-from-building'},theft from building,363.0
766,2012-10-01,0.0,56,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,56.0
767,2012-10-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
768,2012-10-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
769,2012-10-01,254.0,622,{'charge_slug': '54-retail-theft'},retail theft,876.0
770,2012-11-01,243.0,569,{'charge_slug': '54-retail-theft'},retail theft,812.0
771,2012-11-01,0.0,52,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,52.0
772,2012-11-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
773,2012-11-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
774,2012-11-01,76.0,189,{'charge_slug': '58-theft-from-building'},theft from building,265.0
775,2012-12-01,263.0,639,{'charge_slug': '54-retail-theft'},retail theft,902.0
776,2012-12-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
777,2012-12-01,110.0,237,{'charge_slug': '58-theft-from-building'},theft from building,347.0
778,2012-12-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
779,2012-12-01,0.0,57,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,57.0
780,2013-01-01,95.0,206,{'charge_slug': '58-theft-from-building'},theft from building,301.0
781,2013-01-01,0.0,37,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,37.0
782,2013-01-01,278.0,651,{'charge_slug': '54-retail-theft'},retail theft,929.0
783,2013-01-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
784,2013-01-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
785,2013-02-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
786,2013-02-01,235.0,444,{'charge_slug': '54-retail-theft'},retail theft,679.0
787,2013-02-01,0.0,42,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,42.0
788,2013-02-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
789,2013-02-01,69.0,178,{'charge_slug': '58-theft-from-building'},theft from building,247.0
790,2013-03-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
791,2013-03-01,234.0,477,{'charge_slug': '54-retail-theft'},retail theft,711.0
792,2013-03-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
793,2013-03-01,98.0,178,{'charge_slug': '58-theft-from-building'},theft from building,276.0
794,2013-03-01,0.0,33,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,33.0
795,2013-04-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
796,2013-04-01,0.0,47,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,47.0
797,2013-04-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
798,2013-04-01,247.0,509,{'charge_slug': '54-retail-theft'},retail theft,756.0
799,2013-04-01,111.0,201,{'charge_slug': '58-theft-from-building'},theft from building,312.0
800,2013-05-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
801,2013-05-01,289.0,528,{'charge_slug': '54-retail-theft'},retail theft,817.0
802,2013-05-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
803,2013-05-01,0.0,57,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,57.0
804,2013-05-01,87.0,211,{'charge_slug': '58-theft-from-building'},theft from building,298.0
805,2013-06-01,0.0,47,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,47.0
806,2013-06-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
807,2013-06-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
808,2013-06-01,89.0,204,{'charge_slug': '58-theft-from-building'},theft from building,293.0
809,2013-06-01,297.0,520,{'charge_slug': '54-retail-theft'},retail theft,817.0
810,2013-07-01,137.0,207,{'charge_slug': '58-theft-from-building'},theft from building,344.0
811,2013-07-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
812,2013-07-01,307.0,592,{'charge_slug': '54-retail-theft'},retail theft,899.0
813,2013-07-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
814,2013-07-01,0.0,71,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,71.0
815,2013-08-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
816,2013-08-01,0.0,56,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,56.0
817,2013-08-01,108.0,224,{'charge_slug': '58-theft-from-building'},theft from building,332.0
818,2013-08-01,284.0,569,{'charge_slug': '54-retail-theft'},retail theft,853.0
819,2013-08-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
820,2013-09-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
821,2013-09-01,276.0,474,{'charge_slug': '54-retail-theft'},retail theft,750.0
822,2013-09-01,0.0,62,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,62.0
823,2013-09-01,83.0,248,{'charge_slug': '58-theft-from-building'},theft from building,331.0
824,2013-09-01,2.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,2.0
825,2013-10-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
826,2013-10-01,2.0,63,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,65.0
827,2013-10-01,280.0,578,{'charge_slug': '54-retail-theft'},retail theft,858.0
828,2013-10-01,119.0,210,{'charge_slug': '58-theft-from-building'},theft from building,329.0
829,2013-10-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
830,2013-11-01,129.0,162,{'charge_slug': '58-theft-from-building'},theft from building,291.0
831,2013-11-01,248.0,449,{'charge_slug': '54-retail-theft'},retail theft,697.0
832,2013-11-01,0.0,49,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,49.0
833,2013-11-01,0.0,0,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,0.0
834,2013-11-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
835,2013-12-01,0.0,1,{'charge_slug': '59-theft-from-coin-operated-machine-or-device'},theft from coin operated machine or device,1.0
836,2013-12-01,285.0,601,{'charge_slug': '54-retail-theft'},retail theft,886.0
837,2013-12-01,0.0,40,{'charge_slug': '50-theft-of-lost-or-mislaid-property'},theft of lost or mislaid property,40.0
838,2013-12-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
839,2013-12-01,100.0,190,{'charge_slug': '58-theft-from-building'},theft from building,290.0
840,2014-01-01,,0,{'charge_slug': '55-delivery-container-theft'},delivery container theft,
